alter,automarke,modell,preis,geschlecht
33,Volkswagen,ID.4,65054,Weiblich
79,Land Rover,Evoque,96376,Weiblich
29,Kia,Stonic,32436,Männlich
65,Opel,Grandland,19141,Männlich
59,Mazda,Mazda6,35286,Weiblich
35,Skoda,Fabia,27108,Weiblich
60,Mercedes,E-Klasse,23431,Männlich
27,Volkswagen,Sharan,30773,Männlich
75,Skoda,Superb,44033,Weiblich
24,Toyota,RAV4,32224,Männlich
56,Land Rover,Range Rover,35572,Weiblich
46,Nissan,Leaf,26387,Weiblich
46,Kia,Sportage,33508,Weiblich
33,Toyota,Camry,26395,Männlich
18,BMW,1er,72648,Männlich
49,Subaru,Impreza,28239,Weiblich
66,Subaru,XV,37527,Weiblich
71,Tesla,Model Y,50745,Männlich
33,Hyundai,i10,17663,Weiblich
17,Volkswagen,Tiguan,36022,Weiblich
79,Volvo,S60,43107,Weiblich
34,Subaru,Outback,16717,Männlich
40,Alfa Romeo,Giulietta,24001,Weiblich
78,Mitsubishi,Space Star,38529,Weiblich
32,Alfa Romeo,Stelvio,42806,Weiblich
22,Citroen,C4,20610,Weiblich
28,Mazda,Mazda2,20952,Männlich
71,Citroen,C4,20611,Männlich
27,Opel,Grandland,10814,Weiblich
68,Ford,Kuga,30026,Männlich
40,Porsche,Cayenne,129549,Männlich
38,Volvo,V90,15760,Weiblich
62,Ford,Kuga,38497,Männlich
76,Honda,Jazz,11481,Männlich
27,Kia,Stonic,44142,Weiblich
29,Tesla,Model Y,76729,Weiblich
33,Skoda,Fabia,31480,Männlich
17,Subaru,Outback,29305,Weiblich
58,Subaru,Outback,31406,Männlich
33,Mitsubishi,L200,35396,Weiblich
16,Volkswagen,Sharan,54481,Männlich
24,Audi,A7,79267,Männlich
20,Skoda,Scala,19867,Männlich
69,Kia,Stonic,22584,Weiblich
28,Nissan,Leaf,43005,Männlich
52,Land Rover,Defender,117291,Männlich
78,Honda,Civic,23251,Weiblich
37,BMW Motorrad,F900R,19950,Männlich
51,Citroen,C5 Aircross,18664,Männlich
51,Land Rover,Range Rover,36053,Männlich
38,Opel,Astra,11697,Männlich
27,Audi,A4,31040,Weiblich
66,Volkswagen,Golf,18099,Männlich
43,Mazda,Mazda6,38148,Weiblich
25,Porsche,911,62944,Weiblich
33,Skoda,Octavia,28685,Männlich
72,Mitsubishi,Space Star,37831,Männlich
34,Mitsubishi,Space Star,34648,Weiblich
65,Porsche,Macan,113869,Männlich
29,Opel,Astra,8911,Männlich
23,Volvo,S60,77416,Männlich
67,Porsche,Panamera,102235,Männlich
35,Mercedes,AMG GT,96180,Männlich
37,Citroen,C5,10375,Männlich
55,Honda,HR-V,21338,Männlich
77,Jeep,Grand Cherokee,62497,Männlich
59,Mercedes,C-Klasse,91065,Männlich
40,Skoda,Octavia,35554,Weiblich
17,Hyundai,i20,19646,Weiblich
35,Subaru,Forester,26753,Weiblich
36,Porsche,911,131951,Weiblich
52,Citroen,C5 Aircross,20413,Männlich
44,Skoda,Octavia,20408,Weiblich
71,Volvo,S60,75626,Männlich
36,Peugeot,5008,14925,Weiblich
72,Mercedes,A-Klasse,111219,Weiblich
22,Tesla,Model 3,72340,Männlich
80,Citroen,C3,28898,Männlich
52,BMW Motorrad,F900R,22510,Männlich
59,Hyundai,i30,32409,Weiblich
39,Peugeot,Partner,11979,Männlich
44,Volkswagen,Polo,29031,Weiblich
52,Volkswagen,Passat,52569,Weiblich
57,Peugeot,5008,14884,Männlich
37,Kia,Seltos,9745,Männlich
62,Hyundai,Kona,44737,Männlich
76,Audi,A3,32028,Weiblich
45,Renault,Talisman,17538,Männlich
37,Peugeot,Partner,7789,Männlich
74,Hyundai,i20,14243,Weiblich
31,Mazda,CX-5,13265,Männlich
74,Subaru,XV,40164,Weiblich
41,Tesla,Model S,37877,Männlich
17,Hyundai,i10,39331,Männlich
62,Skoda,Superb,26605,Weiblich
30,Kia,Rio,36497,Weiblich
32,Volkswagen,Touareg,11755,Männlich
49,Alfa Romeo,MiTo,75609,Männlich
75,Nissan,X-Trail,30108,Männlich
27,Volvo,V90,73943,Männlich
54,Kia,Sportage,13411,Männlich
53,Kia,Rio,12705,Männlich
31,Opel,Corsa,18609,Männlich
59,Nissan,Qashqai,28926,Männlich
52,BMW Motorrad,R1200GS,21134,Weiblich
76,Tesla,Model Y,62825,Männlich
53,Kia,Rio,27872,Männlich
24,Nissan,Leaf,32884,Weiblich
65,Alfa Romeo,Giulia,19581,Männlich
76,Tesla,Model S,49331,Weiblich
41,Honda,Accord,16334,Männlich
41,BMW Motorrad,R1250GS,19011,Männlich
29,Skoda,Scala,35092,Weiblich
41,Volvo,V90,51598,Weiblich
33,Subaru,Impreza,38589,Weiblich
25,Mercedes,S-Klasse,135755,Weiblich
77,Porsche,Panamera,168988,Weiblich
19,BMW,3er,45043,Weiblich
35,Honda,HR-V,31697,Männlich
66,Skoda,Kodiaq,17562,Weiblich
61,Porsche,Taycan,192291,Männlich
24,Toyota,Land Cruiser,53196,Männlich
79,Skoda,Scala,32058,Weiblich
33,Land Rover,Discovery,25948,Männlich
68,Jeep,Compass,57088,Männlich
24,Honda,HR-V,10346,Männlich
73,Audi,A5,102308,Weiblich
74,Mazda,Mazda6,35812,Weiblich
33,Toyota,RAV4,33437,Weiblich
18,Ford,Mustang,27251,Weiblich
56,Volvo,XC90,26342,Weiblich
29,Ford,Edge,27322,Männlich
80,BMW Motorrad,R1250GS,17840,Weiblich
50,Toyota,C-HR,35549,Männlich
31,Mazda,Mazda2,13649,Weiblich
43,Porsche,911,107779,Männlich
48,Jeep,Compass,25827,Männlich
47,Kia,Niro,42313,Weiblich
20,Subaru,Impreza,23516,Männlich
43,Kia,Seltos,35601,Weiblich
29,BMW Motorrad,F900R,22729,Männlich
23,Volkswagen,Touran,67947,Weiblich
33,BMW Motorrad,R1250GS,24907,Männlich
72,Volvo,XC40,28210,Weiblich
57,Citroen,C3 Aircross,29629,Weiblich
46,Subaru,XV,23092,Weiblich
42,Jeep,Compass,58691,Männlich
71,Subaru,Forester,24246,Weiblich
55,Kia,Seltos,40904,Weiblich
46,Peugeot,3008,14168,Männlich
38,Citroen,C5,23265,Männlich
35,Tesla,Model Y,40980,Männlich
31,Porsche,Macan,92487,Weiblich
43,Honda,HR-V,24506,Weiblich
55,Renault,Kadjar,5002,Weiblich
61,Porsche,Macan,96730,Männlich
15,Alfa Romeo,Stelvio,50978,Weiblich
34,Porsche,Taycan,146564,Weiblich
44,Kia,Niro,29846,Männlich
40,Alfa Romeo,Stelvio,62037,Weiblich
64,Nissan,Juke,33114,Männlich
41,Mercedes,GLE,38204,Weiblich
38,Hyundai,Santa Fe,26388,Weiblich
42,Nissan,Leaf,32789,Weiblich
20,BMW,7er,29886,Männlich
73,Ford,Kuga,25783,Männlich
50,Citroen,C5 Aircross,8262,Weiblich
15,Jeep,Renegade,49806,Männlich
76,Jeep,Renegade,59237,Weiblich
62,Opel,Insignia,27603,Männlich
25,Skoda,Kodiaq,19788,Weiblich
32,Mazda,Mazda2,35678,Weiblich
31,Renault,Clio,17771,Weiblich
19,Audi,A4,74447,Weiblich
69,Mercedes,AMG GT,125710,Weiblich
27,Honda,Accord,20422,Männlich
23,Peugeot,5008,13067,Weiblich
60,BMW Motorrad,F900R,10662,Männlich
19,Opel,Grandland,10930,Weiblich
51,Porsche,Macan,194802,Männlich
16,Ford,Kuga,38331,Weiblich
53,Land Rover,Defender,102387,Männlich
21,Alfa Romeo,Giulietta,60403,Männlich
55,Land Rover,Discovery,109669,Weiblich
78,Hyundai,i10,27557,Weiblich
74,Citroen,C4,9392,Männlich
46,Honda,Jazz,14812,Männlich
34,Citroen,C3 Aircross,14319,Männlich
18,Jeep,Cherokee,15172,Männlich
50,Mazda,Mazda2,29266,Männlich
16,Skoda,Kodiaq,16445,Weiblich
35,Nissan,X-Trail,21707,Männlich
64,Toyota,Yaris,54875,Weiblich
24,Renault,Megane,6005,Männlich
26,Alfa Romeo,Stelvio,18523,Weiblich
49,Citroen,C5 Aircross,31687,Weiblich
30,Honda,CR-V,15886,Männlich
31,Peugeot,208,16575,Weiblich
54,Renault,Clio,11511,Weiblich
32,BMW,X1,98025,Männlich
80,Volkswagen,Tiguan,30325,Weiblich
74,Tesla,Model S,59465,Weiblich
42,Land Rover,Range Rover,72021,Weiblich
54,Land Rover,Discovery,118897,Männlich
39,Volkswagen,Touran,44153,Weiblich
25,Jeep,Wrangler,17828,Weiblich
73,Land Rover,Defender,90020,Männlich
42,Kia,Stonic,32043,Männlich
45,Alfa Romeo,Giulietta,19665,Männlich
76,BMW,3er,18923,Weiblich
60,Ford,Kuga,27815,Männlich
27,Volvo,XC60,36292,Männlich
22,Ford,Edge,31543,Weiblich
16,Volkswagen,Sharan,40856,Männlich
43,Peugeot,208,29214,Weiblich
74,Tesla,Model Y,45531,Männlich
28,Citroen,C3 Aircross,20903,Weiblich
69,Audi,A4,105838,Männlich
61,Hyundai,i20,21679,Weiblich
17,Nissan,Qashqai,32638,Männlich
49,Ford,Mondeo,8639,Männlich
54,BMW Motorrad,R1200GS,10952,Weiblich
64,Nissan,Navara,24880,Männlich
25,Volvo,V90,36928,Männlich
29,Ford,Focus,38276,Weiblich
32,Kia,Seltos,36070,Weiblich
25,Subaru,Impreza,38627,Weiblich
46,Kia,Ceed,14343,Weiblich
21,Volvo,V90,65794,Männlich
45,Volkswagen,ID.4,13296,Weiblich
63,Hyundai,Tucson,30859,Weiblich
61,Nissan,Juke,42893,Männlich
23,Peugeot,308,9006,Männlich
61,Volvo,XC40,33511,Weiblich
66,BMW Motorrad,R1250GS,23836,Männlich
17,BMW,X5,35227,Männlich
46,Subaru,XV,34045,Männlich
48,Mitsubishi,Space Star,14165,Weiblich
53,Subaru,Forester,34923,Weiblich
78,Nissan,Qashqai,44516,Männlich
34,Opel,Insignia,9461,Weiblich
